time,condition,ID,pAKT,pEPOR,pJAK2,pMEK,ppERK,pSTAT5,tAKT,tEPOR,tERK,tJAK2,tMEK,tSTAT5
20,0Uml Epo,5,,,371.024748513522,91.2082563964924,144.633094054774,21.3353739829315,907.311285384708,1437.52306599794,1053.32939955174,954.581508113524,787.312561831836,1042.57363032386
30,0Uml Epo,5,,,379.726870090749,90.9173149241119,133.533382922816,11.171636942372,1050.85936990994,1139.82901011591,905.878248798151,805.173656482475,757.06400228251,1110.57284288277
60,0Uml Epo,5,,,317.577197733653,101.724732542662,156.007103200484,0.4692233191071,823.119589136542,1243.98244723202,997.31953110272,773.547732761842,859.934283086609,1002.02320034086
240,0Uml Epo,5,,,366.955876886822,70.8657221677127,152.072343167676,0.56362761108268,1063.69216259787,1271.4181389287,1054.06912160281,760.887754024794,926.213383038822,994.689447759188
0,0Uml Epo,6,,,270.719546132045,74.1265671107038,96.4630740804202,11.0543717619611,588.005183072419,679.826122638995,585.427499817702,497.396367732421,544.335148476695,669.401130535037
5,0Uml Epo,6,,,281.47963520446,57.2490318428332,96.8701654127159,17.3457515664003,581.763412152939,846.081197297711,692.159389310858,612.388038245467,584.45469737347,523.086379361848
10,0Uml Epo,6,,,224.539842103208,71.5354115711129,100.566587687311,0.224057966757909,572.541694233698,778.469197364188,599.540460189104,459.840318476219,524.9390292413,690.131476262094
20,0Uml Epo,6,,,259.913459448124,46.5013909621617,86.980392820266,23.1898329985978,575.25216662611,699.509104316816,550.504418691282,502.118546420813,505.445422440431,552.389983748285
30,0Uml Epo,6,,,296.154295078094,73.6660323062221,127.555363391481,1.6014227648056,664.352683630522,756.088380361364,596.56667977314,555.351053391938,472.595251313906,625.407254406638
60,0Uml Epo,6,,,253.774688731057,64.0491506598355,95.371629361905,0.712231186314889,560.098531290268,807.632071127611,660.127549218767,613.355071931171,544.431861577963,614.937480934108
240,0Uml Epo,6,,,221.67022882745,57.5171430037053,84.576870092304,0.807059920000324,568.524503473299,846.065503766146,604.847116942159,579.683904099739,467.439154646646,738.832765779985
0,0Uml Epo,7,,,21.6791308582224,5.33994461346266,9.32108334817141,2.4623102151372,50.0231404951433,61.6839987042285,47.0021861943928,49.1426758381883,43.1138085146815,52.1869570221655
5,0Uml Epo,7,,,18.8262623065988,5.16205652844192,8.71778757461915,2.03511173306123,45.4259064973759,67.1029035768081,47.867391362536,48.5902687131762,47.3372888475966,53.8528748858239
10,0Uml Epo,7,,,15.9936917309587,5.92371348673055,7.8390334530248,0.081008276104784,48.9071953117078,59.2082394702477,54.212698984676,47.6057183983895,42.0019489152815,48.6305391541055
20,0Uml Epo,7,,,16.1218300015663,6.7670273024804,7.31195240938703,0.82897187333792,50.3612910302101,65.4385133408498,54.0774206101383,44.5739710897539,42.9415173427137,63.0108480659897
30,0Uml Epo,7,,,19.6032979975116,5.1140244272576,8.05268046318911,0.109330655017912,43.1072084009526,62.0424078683694,51.0254735010815,48.660318414331,49.5341185251328,55.520058574029
60,0Uml Epo,7,,,20.3557071004676,8.19114135392297,6.95815775405559,0.924319686538751,43.9109829837786,61.0637172430471,42.8579254692597,43.923063443116,39.9938699497622,56.4740536712124
240,0Uml Epo,7,,,18.5499121188997,5.22877777300831,7.40699311445488,1.03276528019409,46.2713056543776,58.1619660112598,54.554788223017,39.5438924241357,48.6828318628678,54.6511126362051
0,0Uml Epo,8,,,97.0582761482148,30.903188156059,42.8013254329681,6.89697729349252,262.246546748218,295.04393552252,280.687834326564,242.110332794754,249.989290861865,332.885954989921
5,0Uml Epo,8,,,83.0070452702868,31.0319360332004,45.8024326472279,3.47668191815394,274.239063906085,361.568180256875,357.049893050272,255.262336913011,256.040783627235,259.462055153633
10,0Uml Epo,8,,,100.66729116768,27.2288921295163,45.9539862785505,1.53305494530606,261.934867121723,317.502081105861,261.343904327811,241.866780893774,289.717747842312,337.332750032485
20,0Uml Epo,8,,,114.156847970172,36.6528583265093,45.7470696179023,3.13036132430433,263.184923157515,315.152006289171,288.614365736636,216.496844075272,219.863529491918,301.557854374894
30,0Uml Epo,8,,,84.1395124225558,18.6243443351548,51.345777641123,0.195844192972057,223.556284851746,321.859242853222,242.711630759909,238.25599954074,253.030493867845,276.151859538003
60,0Uml Epo,8,,,128.339903514322,31.6859680055951,47.7032293828803,1.41415941255244,262.059177795374,305.964837221845,272.537618480979,264.443418873575,258.821246847263,268.008330428021
240,0Uml Epo,8,,,108.377985078331,16.7033122101248,41.120683029364,3.31758050969636,269.208517742014,357.854155342884,274.647547151387,269.250951258603,230.955148635865,331.647891697131
0,0Uml Epo,9,,,113.657997558547,27.4665382871389,48.3215534722132,1.76730475907562,280.449587284686,396.304042146623,314.483602805511,287.30989609493,310.510816776745,333.919460755762
5,0Uml Epo,9,,,127.426088983702,30.914793360183,54.346835804535,0.047525810113806,252.74481693407,363.749527409263,375.088631730462,260.74326400119,262.334624054729,298.551891761951
10,0Uml Epo,9,,,101.72891689889,32.1707412581902,51.5367455344491,2.56164260909406,326.170236113864,432.024747014973,325.146764944668,316.794529646609,277.565475392142,353.646563079295
20,0Uml Epo,9,,,119.171272692589,27.8232338396996,51.2785003950485,3.49877654307566,276.691649269858,514.179552616055,275.751508752969,291.809717442848,244.019908348533,373.174006067649
30,0Uml Epo,9,,,115.04544532512,41.7511058700873,43.8073148022746,12.5804217231123,270.770420075209,400.982150988098,315.160636223735,295.874109979788,248.359558343303,336.131830329628
60,0Uml Epo,9,,,125.821491145667,26.1212951623186,55.0046984653596,1.99958390947303,287.82456659485,335.421790230148,276.092914228407,297.028680109405,282.855792352103,326.011049004109
240,0Uml Epo,9,,,113.437702487895,33.8663063156557,49.7782990071954,8.89426429845343,308.883889366675,353.819689510679,327.234511643756,244.565000700258,237.009000515852,256.394489370487
0,0Uml Epo,10,,,297.553591137564,81.2006447587813,110.687949075685,14.8226756044033,659.221509685184,829.265485638457,741.025186196244,596.659245998252,614.580815955661,670.078486587885
5,0Uml Epo,10,,,323.664515578628,87.3217006431186,108.788904153044,0.050222759223171,657.420554145501,963.598516135757,626.54622691852,806.214618995432,650.887321245204,733.775152632262
10,0Uml Epo,10,,,307.162163935724,74.3451295680004,99.4954618052868,17.0593813651496,646.269102769996,917.104437215298,850.327687765147,465.094485256289,682.260807637184,760.323078095697
20,0Uml Epo,10,,,263.538303775361,89.9396995389508,132.471587684985,1.86523213336298,667.749440219038,905.978612703771,770.382264707442,728.076291399902,669.362011130879,743.922059462256
30,0Uml Epo,10,,,230.917738559432,104.409030310832,121.612405196917,28.8908599862346,756.829586461052,824.8753571626,779.733091443323,696.844206763069,611.754164509948,695.765201018046
60,0Uml Epo,10,,,254.278440369718,79.5046703619285,105.444677563182,13.6926836508465,691.176645819994,1116.66966125479,796.549701663951,553.354917384197,711.215810783755,764.191367101267
240,0Uml Epo,10,,,258.786487331883,44.0333585689763,123.625460216625,0.20665193195242,690.72787424271,895.668363892318,688.743196896549,628.723324747383,769.529422064512,889.960574998827
0,0Uml Epo,11,,,274.140875151076,74.3981043147686,137.635382083072,3.80648886757629,793.831994354764,968.704755998924,969.352375632781,709.888157614562,721.999542817614,818.950996771484
5,0Uml Epo,11,,,390.982127777614,81.6997131852714,127.344777577998,8.80511417636471,743.33727091126,1087.76805574457,755.332160845977,545.371989024568,716.597138738502,955.967076924532
10,0Uml Epo,11,,,367.898297537414,85.3544499512946,110.014649413315,1.80061452893587,626.474829422319,753.428493687041,896.083537959725,537.454501059222,683.122050069437,917.791296445449
20,0Uml Epo,11,,,305.005024377293,85.2632924088868,113.469824831975,2.02638657997594,783.338641781798,950.680923251075,591.270677587855,788.733789414758,769.238556923488,863.578195522062
30,0Uml Epo,11,,,292.132812924143,56.9086613352543,133.047190901374,19.9596391701306,750.54571794016,910.826436491694,962.201751168559,664.295436979848,550.628658506803,849.376139080697
60,0Uml Epo,11,,,326.245593593635,58.4427524460687,140.417241124333,11.6511634869232,692.594832487319,1009.86229620089,782.96084089799,707.538380492718,789.950691289995,711.101510358632
240,0Uml Epo,11,,,278.085030032936,60.3014077841943,105.359070607778,8.42550416240111,759.70792997611,1012.2247803981,727.503241318993,899.26244428015,688.735295342014,616.272559971447
0,0Uml Epo,12,,,234.877719230714,59.6733937247211,87.1397608570424,2.24311236920395,581.163227314941,833.614893595033,519.833787485474,551.707451821984,524.633562712361,653.401085281767
5,0Uml Epo,12,,,272.024568653316,55.5832692412764,106.429978383761,4.92540363573565,575.730938710764,780.354730177385,741.190425464511,548.823474905116,523.141024307557,700.225969589505
10,0Uml Epo,12,,,233.809829858252,67.7131041293739,82.7254615639451,10.3196593450746,556.294986213253,786.045484898598,637.313832874092,530.374437837981,602.579217291584,685.711493880482
20,0Uml Epo,12,,,257.940458361734,60.2208252035766,96.8506415463479,15.6200014141904,542.681521563025,995.463516437003,543.524777909965,547.80648967978,590.257096480782,646.074355558818
30,0Uml Epo,12,,,217.062744063065,53.7128442128156,81.0254114593328,29.817371503361,632.520603524842,676.841724583049,599.697390394863,529.594496165334,550.683410136381,548.052395325125
60,0Uml Epo,12,,,225.528489393229,65.4860504868302,47.6283404586728,25.1561334556872,751.988049438909,694.963996500542,655.603399672679,616.447885216754,561.433125944545,629.124167399286
240,0Uml Epo,12,,,205.064453614932,36.157890848991,99.7844352828877,0.792589734165677,605.137989865867,670.050563316282,665.225749536468,513.945117471669,607.386431371376,567.460761314357
0,0Uml Epo,13,,,118.774927808748,26.8385744366998,51.9266161190464,0.562206431588277,236.239755063056,353.275549031205,269.528896342044,221.02557626479,224.376274495472,281.859755956892
5,0Uml Epo,13,,,94.1375099610977,15.762736166332,38.9389409463497,2.05655168373751,227.279241376348,312.634490348852,293.070499955402,248.46762034662,237.930897754709,262.908601868164
10,0Uml Epo,13,,,109.298626210739,26.6278983874883,50.0946952420171,1.4516704383644,242.725743161127,326.813754416195,241.319648616805,225.804691663265,213.981503220956,247.402528071841
20,0Uml Epo,13,,,84.4446849280671,28.7873216814577,57.1838774525596,2.07447224486941,256.276347117471,359.195327927548,258.383047346565,200.422807071295,288.954323211797,262.321188161053
30,0Uml Epo,13,,,86.9763691361912,29.6357694592207,23.3254343530303,2.36667829109334,220.408149612419,367.771472245547,279.22124223369,226.624732147331,255.672564761529,298.401275344673
60,0Uml Epo,13,,,115.442877273816,27.3344979738166,38.9056624425793,9.66176722177454,316.693068204282,312.549598218423,286.50826884674,246.501969910194,266.908750636995,313.508958299576
240,0Uml Epo,13,,,114.90144465202,35.1670169045748,35.2862585887745,0.115231327668913,254.508851324707,328.023253542979,307.21011153667,234.227619760642,250.384214821504,287.868352220103
0,1Uml Epo,1,107.486151286602,198.206687054985,191.269267339597,42.6358946806853,130.079851974952,1.66681814619822,508.779170336331,813.404489115432,721.668873407677,551.367614121995,667.546518667004,950.317698293569
5,1Uml Epo,1,365.495946029425,470.344109340948,467.091197831907,236.576885813225,271.794288095292,192.213315842392,594.510963500543,848.653336719081,638.825752304345,547.095691235818,549.658990556611,622.200673622514
10,1Uml Epo,1,484.351240764096,539.214583389316,636.571461586992,463.17285304636,540.619544887193,476.169267992658,658.953460936036,863.298203307379,701.757570582815,595.542480637579,611.73955367646,659.026142830998
20,1Uml Epo,1,492.212786030348,523.257794571961,472.647234624669,587.844137695833,940.114132191422,677.176219916165,669.204011288672,613.863806143979,688.585951514092,597.083575337924,524.427985591408,773.195957430938
30,1Uml Epo,1,534.677847166095,526.774229814035,520.539921437831,487.246288760214,919.569957388547,824.140242936634,485.42079353849,737.052401092209,615.630636946844,532.487617270402,428.304367093626,660.466187814795
60,1Uml Epo,1,393.30158373661,422.705443754709,451.947485936117,321.78378421605,746.81220850397,879.349361014711,614.528634627191,529.816553231321,700.486523443968,530.800321392722,368.714577801602,653.740688209009
240,1Uml Epo,1,184.542634188894,241.373141615887,305.420516991788,153.38961750047,343.893587676702,521.092084379529,535.024538972196,387.994934673124,615.082063277645,669.201445965323,651.344039636262,660.532751791813
0,1Uml Epo,2,,,190.223834857886,64.9272519628103,72.613584804403,9.88140464793693,439.652810617403,645.740789396294,457.164502758857,354.694556740053,346.282318100798,520.846916503412
5,1Uml Epo,2,,,313.455174681555,142.974000449701,208.54799645233,156.067771616237,444.103783283672,584.752560201486,479.164935325116,463.029775188082,455.24644835851,648.428398306244
10,1Uml Epo,2,,,400.028040949583,349.880286537359,542.913106000484,401.270963433277,459.558239202527,566.22957529097,563.110696334892,404.689883279738,437.390007620314,429.828217424234
20,1Uml Epo,2,,,417.426294342486,376.975621513272,778.501047171484,564.081098435345,470.27132763534,528.800075928561,485.448649935824,348.734051915833,452.188810179811,492.822941225168
30,1Uml Epo,2,,,397.454390537044,328.76764576138,685.278168624054,647.742089848706,406.068436810035,613.816911049362,553.603361274097,395.717421641947,402.201971350544,483.251166933872
60,1Uml Epo,2,,,355.79838875552,265.293313545436,564.298845951866,499.999532317674,412.519076012178,489.217092623909,517.612260254327,552.115745580282,375.515970788802,639.853755747148
240,1Uml Epo,2,,,211.975924357894,105.775619016702,213.528599418921,352.277835315371,446.318066455394,278.739699316137,369.983580649734,402.785440768702,444.42943506522,461.856725676697
0,1Uml Epo,3,,,18.2694304720514,4.6751451144284,7.35604674085534,1.9084212564889,41.5968229749007,55.6720292682445,39.4665836517243,44.8430752338538,42.0951245003452,51.8442199179083
5,1Uml Epo,3,,,34.6127260165083,15.2345639225823,14.9631647206478,15.5312045560872,49.8401854954905,59.1057869692451,48.6367425211001,32.6714890337174,39.2504742976384,44.3688203749335
10,1Uml Epo,3,,,34.1251822699723,35.1084013369447,50.9483317853038,24.9931982722427,36.2831164528489,55.5317541981712,39.0697125151511,43.0279410409418,37.9578407097704,42.9773829284321
20,1Uml Epo,3,,,32.1505018435181,43.8676409069528,62.5297543103824,50.3704220858931,38.1816082799621,51.8874296804428,44.8149218072083,40.1366229539424,48.7957653472789,53.8142633510022
30,1Uml Epo,3,,,28.9372491817186,36.8258915323065,53.0291241954491,51.5123999261134,40.5137728082447,56.4237405865684,46.9885360625033,42.0489003394374,35.1862022112329,52.4230093788021
60,1Uml Epo,3,,,29.4849789647859,25.4215480842797,58.6921291942953,53.6639967655704,45.3375407886426,40.8504299465721,59.0786975808023,36.3334043272326,42.1119613222443,54.3870277269939
240,1Uml Epo,3,,,19.255174777759,8.58429756420559,29.7825600234626,33.1529140984568,47.1218740467681,30.6555623401022,40.4623810510686,49.3694235955494,42.4510226733564,42.2182549161844
0,1Uml Epo,4,,,238.268008728406,47.8993089729916,177.576700219396,8.63106617906589,553.188370216622,749.039381800786,643.385226600603,628.398508712411,615.214883378536,677.318575455126
5,1Uml Epo,4,,,447.634880791849,204.086176260792,208.954002914666,195.847096420609,618.203110091763,740.136714709959,657.43983000149,611.916084871347,602.598328260748,693.91945864575
10,1Uml Epo,4,,,518.085712260061,505.207934965297,527.648277353712,528.71416742936,558.747374080928,739.050450656396,533.87906355823,621.558790586569,543.707136613913,750.720758181701
20,1Uml Epo,4,,,509.635777326334,605.302456975316,979.156690997465,781.451890342718,525.121103486547,768.374638506676,634.938118446013,594.34055480765,640.989508567697,657.615092004462
30,1Uml Epo,4,,,415.986371472259,539.72481260399,788.157130572664,731.166404743121,516.512637681029,591.98346890483,671.276174772228,495.932180771159,521.835259297162,519.90747798456
60,1Uml Epo,4,,,482.807681859691,357.951558502319,603.921654378757,746.669993255906,623.749053387619,595.014787259891,583.860538576845,534.986344129247,556.789855760298,619.69052748921
240,1Uml Epo,4,,,241.393534030674,139.101470955469,321.789222942347,420.445532185325,606.345433973248,368.894021467823,677.383374090368,653.720545978601,541.737875405956,540.851842406123
0,1Uml Epo,5,,,37.1586957044284,9.80376178425064,20.7204614728228,0.938638156342806,100.30040449095,132.510905762888,109.102248722917,94.2277295121889,109.026338683102,109.975163649555
5,1Uml Epo,5,,,64.993975968825,43.5908766013787,54.1663232576355,34.9738207428792,79.4021121473074,130.09844301878,92.6006776803441,70.9903893998353,90.0240578598242,126.148332395405
10,1Uml Epo,5,,,79.4099567682445,73.0440723023583,118.643864745085,83.8972513781257,96.3212183392435,124.266533898778,118.346860649111,94.785465205128,122.39304746393,118.271397917391
20,1Uml Epo,5,,,86.3259367046872,99.6350852462314,151.931510620728,130.146990111574,94.2578850387599,122.834901075624,102.38577905219,103.277137679718,90.0403246745697,127.943359694666
30,1Uml Epo,5,,,80.4332361012424,71.9125255056959,113.941066770512,123.593976449796,82.3770146120036,144.443005638553,129.804498487108,95.3118011316957,96.1515561491421,107.000053399945
60,1Uml Epo,5,,,85.9951629085094,53.266204208214,137.393788669617,98.4665522632131,108.721934744243,101.600425674332,101.423666406878,104.742359697932,87.0384355079969,132.281659708665
240,1Uml Epo,5,,,43.5258033720036,25.1844626260745,47.6340142942959,82.8923206131078,110.889693395367,72.9960190042762,88.0876045095935,91.3784773158411,102.319849390391,123.832092489436
0,1Uml Epo,6,,,74.1239741289776,17.9509438352631,40.0018746443978,0.277859723459485,159.834126754499,222.600642475085,178.265857928723,148.989292753456,179.273516118171,194.594092369302
5,1Uml Epo,6,,,101.523158617455,65.4920939292169,75.2656338806392,54.1137222599402,195.096129697655,258.103332800595,206.716881063942,158.555174148992,169.833593876242,198.145371012887
10,1Uml Epo,6,,,169.795829540655,134.449026639655,182.568253856497,149.570650160139,184.705680791377,230.800224183487,206.588614727299,146.191889043283,195.077299705496,195.394094922975
20,1Uml Epo,6,,,163.714843450849,183.580532374729,287.80810770273,222.937350535731,192.381250738654,241.787209929302,200.446924800158,164.767090939049,175.028645655098,153.822669708874
30,1Uml Epo,6,,,123.139732749129,156.821020958707,279.84411615722,240.891912820821,180.888674710611,216.422260425496,194.755815296707,134.027810841538,174.830724268963,156.959761813409
60,1Uml Epo,6,,,135.831696585294,108.49664107196,212.868963404368,252.869339888951,166.307688064792,193.889553745224,172.895656375836,170.851347586584,151.392641161822,185.819924727418
240,1Uml Epo,6,,,73.55173828867,46.4678573762335,94.3307331644168,148.850183528841,180.728222153007,133.456615663176,211.778143113876,141.560314776785,192.84327721757,179.002058219686
0,1Uml Epo,7,,,169.259257823423,59.4359689063047,88.8993229282561,12.5556409910705,439.86796904728,658.933962432034,486.104178188907,450.711639040139,445.178587785738,453.01176372081
5,1Uml Epo,7,,,336.653120751784,206.025496176648,238.331517563589,139.930891207519,438.943470248796,634.84935157219,553.019522855761,425.759493543045,491.095949758219,555.422509488306
10,1Uml Epo,7,,,441.375002482801,316.629886427971,557.631284995449,385.141473495656,542.012631134302,700.249274521378,469.664768660106,351.274033028236,432.363524958762,592.324174052306
20,1Uml Epo,7,,,429.857740951186,417.217333536702,738.414300752699,573.155953760109,399.849381947642,568.5065387527,439.366438522913,385.841407143497,426.473558065578,473.994453065879
30,1Uml Epo,7,,,421.037684129492,472.018003375274,603.131539833211,707.463705792496,427.210072951554,494.756254606184,451.777977919723,460.106387604773,490.17415956071,536.324560027413
60,1Uml Epo,7,,,371.292139968068,302.957018472549,581.935546520505,618.547359792558,516.513857250605,513.63880375311,542.204017408091,411.667180574,409.846783824441,506.244758771747
240,1Uml Epo,7,,,234.27039538818,114.696111826736,288.878627736828,272.97447965187,516.370481103944,295.783608371151,644.74430809954,424.266241885108,435.762093716237,583.354424120875
0,1Uml Epo,8,,,255.311926323932,67.4046675197915,96.4040175677388,4.87893121935224,613.30351704921,756.321781358328,911.393783451175,639.914477974984,618.525727475804,814.350164055341
5,1Uml Epo,8,,,632.392369080442,243.90487948957,260.137648316805,211.142346296713,723.205460839947,943.479929887447,776.539823810355,674.033769039891,679.885873408777,770.216883782172
10,1Uml Epo,8,,,515.592769860325,467.815844289704,789.208493124855,566.170058026462,666.916048268039,926.80843951716,843.181677396316,689.559827553338,670.294454061414,851.382808069278
20,1Uml Epo,8,,,720.663097140717,544.691692580879,924.725582080303,924.333814700074,751.389237264581,1005.01878703433,732.970911740668,610.540625226622,708.992898468292,738.973557052761
30,1Uml Epo,8,,,680.954103137247,552.760548193273,1261.02767043349,840.646316971384,626.571543807663,786.129572133825,861.793378788298,701.392063911597,765.829627240266,538.128839750444
60,1Uml Epo,8,,,584.812822023703,293.460281225978,805.83352870552,767.665471349278,573.883914142228,736.730752849378,682.323574563245,543.708588109847,665.73872398565,685.850705854608
240,1Uml Epo,8,,,313.889689317063,143.872610850567,320.398516229534,510.822354525005,655.104022693258,434.763117322622,656.98081423501,588.4487653377,678.65131107491,901.049912851756
0,1Uml Epo,9,,,343.54901711793,103.489072863889,148.102846284676,0.11408013928332,944.30275438194,1161.93922747579,858.676582605084,881.780830042809,837.783876476019,993.714497043042
5,1Uml Epo,9,,,679.585425792886,423.077304834463,294.793396678569,290.638091717446,914.620647772622,1230.16796040129,794.052471596268,779.465613315644,818.966841872877,874.352603073991
10,1Uml Epo,9,,,783.67638814634,632.712093903625,844.644393559038,663.764679799415,772.048410387005,953.811180554195,901.789267539131,676.750680441947,670.140505540305,763.031014677423
20,1Uml Epo,9,,,817.859560096233,906.583624890194,1354.44903061397,1363.8460701779,816.123992611807,1045.58910342985,801.909388414679,712.495749084287,794.566740728194,996.270221370817
30,1Uml Epo,9,,,688.880428057309,689.502556777793,1159.68948371853,1219.98072035294,751.431360557516,1124.5057880833,853.643854940336,702.315358412632,774.547561856521,869.109344408972
60,1Uml Epo,9,,,706.012440630419,587.452833116842,965.400238884089,989.631396097176,769.809579901175,899.917644300132,858.328428048405,952.734391222493,818.051220781027,904.525073473554
240,1Uml Epo,9,,,416.816771559723,185.421217300327,544.928664118483,723.245868438414,875.085062352916,538.850405944317,735.753819675105,787.544399196786,921.131016747222,921.622301004254
0,1Uml Epo,10,,,294.417397131898,85.927945183958,144.523342495988,19.5872944104733,854.536897624791,1064.22743778399,957.033300161592,795.560528660085,791.727561006668,907.287619775345
5,1Uml Epo,10,,,637.429958790284,327.641080826731,334.65636839578,266.76880956331,826.890934097716,1090.36831389822,945.601062639756,685.133386393227,1040.74866000681,910.488995620388
10,1Uml Epo,10,,,788.190081880418,677.423931124382,833.352135345039,615.723841325307,997.13469294353,1027.20804626624,811.174329447421,787.006091196213,837.904143502627,1026.53215784479
20,1Uml Epo,10,,,796.866948509722,855.010965903943,1546.89008544865,965.203601451158,981.018067448284,1115.77301313661,939.650535541467,812.589239058905,862.023355052211,1071.79315589748
30,1Uml Epo,10,,,761.807289432771,664.107329742085,1400.49201484056,988.802738315784,783.11544671164,917.459692419662,955.128053767317,841.45099213991,766.042828013364,1036.2399784056
60,1Uml Epo,10,,,773.988696293798,516.668350388274,985.427808671903,1144.34494427212,886.486405834277,880.105036705879,963.938915237267,807.250820161082,831.110674601073,1044.48256850885
240,1Uml Epo,10,,,394.789176601486,214.184200503567,438.274740279319,669.652718668858,920.183750569079,449.124973154212,953.25385415336,947.673513443058,876.326255185479,761.029605659315
0,1Uml Epo,11,,,363.966693124948,52.9476256050571,138.548406903739,6.36452836068097,863.005387442436,1116.23479879086,993.399720643308,725.300522359695,735.824276660655,912.847722484863
